,name,company,year,Price,kms_driven,fuel_type
1549,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
1550,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
1551,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
1552,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
1553,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
1554,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
1555,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
1556,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
1557,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
1558,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
1559,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
1560,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
1561,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
1562,Tata Nano,Tata,2013,60000,7000,Petrol
1563,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
1564,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
1565,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
1566,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
1567,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
1568,Tata Bolt XM,Tata,2015,600000,15000,Petrol
1569,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
1570,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
1571,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
1572,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
1573,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
1574,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
1575,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
1576,Tata Indica V2,Tata,2005,60000,80000,Diesel
1577,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
1578,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
1579,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
1580,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
1581,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
1582,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
1583,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
1584,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
1585,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
1586,Tata Indica V2,Tata,2005,39999,80000,Diesel
1587,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
1588,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
1589,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
1590,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
1591,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
1592,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
1593,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
1594,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
1595,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
1596,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
1597,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
1598,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
1599,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
1600,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
1601,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
1602,Tata Manza,Tata,2015,100000,100000,Diesel
1603,Toyota Etios G,Toyota,2013,265000,42000,Petrol
1604,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
1605,Toyota Qualis,Toyota,2003,180000,100000,Diesel
1606,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
1607,Tata Indica eV2,Tata,2016,50500,91200,Diesel
1608,Honda City 1.5,Honda,2009,270000,55000,Petrol
1609,Tata Zest XE,Tata,2017,290000,120000,Diesel
1610,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
1611,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
1612,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
1613,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
1614,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
1615,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
1616,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
1617,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
1618,Honda City VX,Honda,2016,860000,95000,Petrol
1619,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
1620,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
1621,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
1622,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
1623,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
1624,Skoda Fabia,Skoda,2009,110000,45000,Petrol
1625,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
1626,Tata Indica V2,Tata,2009,110000,30000,Diesel
1627,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
1628,Tata Zest XM,Tata,2018,260000,27000,Diesel
1629,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
1630,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
1631,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
1632,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
1633,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
1634,Ford Figo,Ford,2012,175000,41000,Diesel
1635,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
1636,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
1637,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
1638,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
1639,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
1640,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
1641,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
1642,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
1643,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
1644,Audi A8,Audi,2017,1000000,4000,Petrol
1645,Audi Q7,Audi,2014,500000,16934,Diesel
1646,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
1647,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
1648,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
1649,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
1650,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
1651,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1652,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1653,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1654,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
1655,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
1656,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
1657,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
1658,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
1659,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
1660,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
1661,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1662,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1663,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
1664,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
1665,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
1666,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
1667,Renault Duster 110,Renault,2012,501000,38000,Diesel
1668,Renault Duster 85,Renault,2013,489999,27000,Diesel
1669,Honda City 1.5,Honda,2011,280000,33000,Petrol
1670,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
1671,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
1672,Honda Amaze,Honda,2013,284999,46000,Diesel
1673,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
1674,Honda City,Honda,2015,499999,55000,Petrol
1675,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
1676,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
1677,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
1678,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
1679,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
1680,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
1681,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
1682,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1683,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1684,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
1685,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
1686,Honda City ZX,Honda,2017,170000,15000,Diesel
1687,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
1688,Ford Figo,Ford,2012,175000,41000,Diesel
1689,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
1690,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
1691,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
1692,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
1693,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
1694,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
1695,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
1696,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
1697,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
1698,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
1699,Honda City,Honda,2015,448999,54000,Petrol
1700,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1701,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
1702,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
1703,Honda Amaze,Honda,2015,344999,22000,Petrol
1704,Honda Amaze,Honda,2015,344999,22000,Petrol
1705,Renault Duster,Renault,2014,449999,50000,Diesel
1706,Mini Cooper S,Mini,2013,1891111,13500,Petrol
1707,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
1708,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
1709,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
1710,Ford EcoSport,Ford,2017,489999,39000,Petrol
1711,Honda Brio,Honda,2012,224999,30000,Petrol
1712,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
1713,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
1714,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
1715,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
1716,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
1717,Honda City 1.5,Honda,2005,90000,50000,Petrol
1718,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
1719,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
1720,BMW 3 Series,BMW,2011,600000,60500,Petrol
1721,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
1722,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
1723,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
1724,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
1725,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
1726,BMW 7 Series,BMW,2009,1600000,35000,Petrol
1727,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
1728,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
1729,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
1730,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
1731,Maruti Suzuki Ertiga,Maruti,2016,635000,29000,Petrol
1732,Ford EcoSport Titanium,Ford,2014,550000,44000,Diesel
1733,Maruti Suzuki Ertiga,Maruti,2016,575000,29000,Petrol
1734,Maruti Suzuki Ertiga,Maruti,2013,485000,42000,Diesel
1735,Maruti Suzuki Alto,Maruti,2012,155000,14000,Petrol
1736,Hyundai Grand i10,Hyundai,2014,345000,49000,Diesel
1737,Honda Amaze 1.2,Honda,2014,325000,42000,Petrol
1738,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
1739,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
1740,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
1741,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
1742,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
1743,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
1744,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
1745,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
1746,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
1747,Maruti Suzuki Dzire,Maruti,2015,450000,104000,Diesel
1748,Toyota Etios Liva,Toyota,2014,270000,55000,Petrol
1749,Hyundai i20 Sportz,Hyundai,2011,350000,33333,Diesel
1750,Chevrolet Spark,Chevrolet,2012,158400,33600,Petrol
1751,Maruti Suzuki Alto,Maruti,2017,350000,5600,Petrol
1752,Nissan Micra XV,Nissan,2011,179000,41000,Petrol
1753,Maruti Suzuki Swift,Maruti,2007,125000,70000,Petrol
1754,Maruti Suzuki Alto,Maruti,2018,200000,7500,Petrol
1755,Honda Amaze 1.5,Honda,2013,299000,45000,Diesel
1756,Maruti Suzuki Alto,Maruti,2015,220000,38000,Petrol
1757,Chevrolet Beat,Chevrolet,2015,150000,30000,Petrol
1758,Honda City 1.5,Honda,2010,285000,35000,Petrol
1759,Ford EcoSport Trend,Ford,2016,830000,24330,Diesel
1760,Hyundai i20 Asta,Hyundai,2009,210000,65480,Petrol
1761,Maruti Suzuki Swift,Maruti,2013,340000,41000,Petrol
1762,Tata Indica V2,Tata,2006,90000,20000,Petrol
1763,Hindustan Motors Ambassador,Hindustan,2000,70000,200000,Diesel
1764,Toyota Corolla Altis,Toyota,2010,289999,70000,Petrol
1765,Toyota Corolla Altis,Toyota,2012,349999,59000,Petrol
1766,Toyota Innova 2.5,Toyota,2012,849999,99000,Diesel
1767,Volkswagen Jetta Highline,Volkswagen,2014,749999,46000,Diesel
1768,Volkswagen Polo Comfortline,Volkswagen,2015,399999,2800,Petrol
1769,Volkswagen Polo,Volkswagen,2014,274999,32000,Petrol
1770,Mahindra Scorpio,Mahindra,2015,984999,22000,Diesel
1771,Renault Duster,Renault,2014,449999,50000,Diesel
1772,Honda Amaze,Honda,2015,344999,22000,Petrol
1773,Nissan Sunny,Nissan,2012,224999,45000,Petrol
1774,Hyundai Elite i20,Hyundai,2018,599999,21000,Petrol
1775,Renault Kwid,Renault,2016,244999,11000,Petrol
1776,Renault Duster,Renault,2013,399999,41000,Diesel
1777,Ford EcoSport,Ford,2017,489999,39000,Petrol
1778,Renault Duster,Renault,2014,474999,50000,Diesel
1779,Mahindra Scorpio VLX,Mahindra,2011,499999,66000,Diesel
1780,Maruti Suzuki Alto,Maruti,2018,310000,3000,Petrol
1781,Chevrolet Spark LT,Chevrolet,2010,85000,45000,Petrol
1782,Datsun Redi GO,Datsun,2016,245000,7000,Petrol
1783,Maruti Suzuki Swift,Maruti,2010,189500,38500,Diesel
1784,Fiat Punto Emotion,Fiat,2012,169500,37200,Diesel
1785,Maruti Suzuki Swift,Maruti,2010,159500,43200,Diesel
1786,Toyota Etios GD,Toyota,2013,275000,24800,Petrol
1787,Hyundai i20 Sportz,Hyundai,2014,370000,60000,Diesel
1788,Hyundai i10 Sportz,Hyundai,2010,168000,45872,Petrol
1789,Chevrolet Beat LT,Chevrolet,2011,150000,40000,Diesel
1790,Chevrolet Beat LS,Chevrolet,2011,145000,45000,Diesel
1791,Chevrolet Beat LT,Chevrolet,2012,98500,38000,Diesel
1792,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
1793,Tata Indigo CS,Tata,2011,85000,11400,Diesel
1794,Toyota Corolla Altis,Toyota,2015,575000,42000,Petrol
1795,Honda City 1.5,Honda,2014,549000,39000,Petrol
1796,Maruti Suzuki Swift,Maruti,2011,209000,47000,Diesel
1797,Hyundai Eon Era,Hyundai,2013,185000,27000,Petrol
1798,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
1799,Mahindra XUV500,Mahindra,2014,699999,52000,Diesel
1800,Honda Brio,Honda,2012,224999,30000,Petrol
1801,Ford Fiesta,Ford,2011,274999,55000,Diesel
1802,Honda Amaze,Honda,2013,284999,46000,Diesel
1803,Honda City,Honda,2015,599999,30000,Diesel
1804,Maruti Suzuki Wagon,Maruti,2012,199999,44000,Petrol
1805,Honda City,Honda,2014,544999,45000,Diesel
1806,Hyundai i20,Hyundai,2009,199000,31000,Petrol
1807,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
1808,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
1809,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
1810,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
1811,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
1812,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1813,Hyundai Santro Xing,Hyundai,2005,49000,7500,Petrol
1814,Maruti Suzuki Ciaz,Maruti,2016,700000,3350,Petrol
1815,Maruti Suzuki Zen,Maruti,2000,55000,60000,Petrol
1816,Honda City,Honda,2015,448999,54000,Petrol
1817,Hyundai Creta 1.6,Hyundai,2017,895000,32000,Petrol
1818,Mahindra Scorpio SLX,Mahindra,2007,355000,75000,Diesel
1819,Mahindra Scorpio SLE,Mahindra,2012,565000,62000,Diesel
1820,Toyota Innova 2.5,Toyota,2006,365000,73000,Diesel
1821,Maruti Suzuki Alto,Maruti,2011,145000,41000,Petrol
1822,Maruti Suzuki Wagon,Maruti,2011,210000,35000,Petrol
1823,Tata Nano Cx,Tata,2013,40000,2200,Petrol
1824,Maruti Suzuki Alto,Maruti,2013,125000,39000,Petrol
1825,Maruti Suzuki Wagon,Maruti,2009,135000,45000,Petrol
1826,Maruti Suzuki Swift,Maruti,2006,135000,45000,Petrol
1827,Tata Sumo Victa,Tata,2012,285000,65000,Diesel
1828,Maruti Suzuki Wagon,Maruti,2010,145000,54870,Petrol
1829,Maruti Suzuki Alto,Maruti,2010,135000,34580,Petrol
1830,Volkswagen Passat Diesel,Volkswagen,2009,450000,97000,Diesel
1831,Renault Scala RxL,Renault,2015,375000,25000,Diesel
1832,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
1833,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
1834,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
1835,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
1836,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
1837,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
1838,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
1839,Force Motors Force,Force,2015,580000,3200,Diesel
1840,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
1841,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
1842,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
1843,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
1844,Toyota Etios,Toyota,2011,275000,36000,Diesel
1845,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
1846,Honda City ZX,Honda,2008,110000,45000,Petrol
1847,Maruti Suzuki Wagon,Maruti,2006,80000,71200,Petrol
1848,Honda City VX,Honda,2016,519000,52000,Diesel
1849,Mahindra Thar CRDe,Mahindra,2016,730000,29000,Diesel
1850,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
1851,Audi A4 1.8,Audi,2009,699000,47000,Petrol
1852,Mercedes Benz GLA,Mercedes,2015,2000000,20000,Diesel
1853,Land Rover Freelander,Land,2015,2100000,30000,Diesel
1854,Renault Kwid RXT,Renault,2017,340000,5000,Petrol
1855,Tata Aria Pleasure,Tata,2014,390000,35000,Diesel
1856,Mercedes Benz B,Mercedes,2014,1400000,31000,Petrol
1857,Datsun GO T,Datsun,2016,245000,7000,Petrol
1858,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
1859,Tata Indigo eCS,Tata,2016,320000,175400,Diesel
1860,Honda Jazz VX,Honda,2016,450000,41000,Petrol
1861,Honda Amaze 1.2,Honda,2014,311000,33000,Petrol
1862,Honda Amaze,Honda,2013,284999,46000,Diesel
1863,Honda City,Honda,2012,399999,45000,Petrol
1864,Honda City,Honda,2015,599999,39000,Diesel
1865,Honda Amaze,Honda,2015,344999,22000,Petrol
1866,Audi A4 1.8,Audi,2009,699000,47000,Petrol
1867,Force Motors Force,Force,2015,580000,3200,Diesel
1868,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
1869,Hyundai i20 Active,Hyundai,2015,535000,37000,Diesel
1870,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1871,Maruti Suzuki Ciaz,Maruti,2017,699000,14000,Petrol
1872,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
1873,Honda Amaze,Honda,2013,284999,46000,Diesel
1874,Hyundai Eon Sportz,Hyundai,2012,178000,30000,Petrol
1875,Tata Sumo Gold,Tata,2013,300000,50000,Diesel
1876,Maruti Suzuki Wagon,Maruti,2003,90000,45000,Petrol
1877,Maruti Suzuki Esteem,Maruti,2006,95000,45000,Petrol
1878,Maruti Suzuki Eeco,Maruti,2015,255000,9300,Petrol
1879,Chevrolet Enjoy 1.4,Chevrolet,2013,245000,55000,Diesel
1880,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
1881,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
1882,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
1883,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
1884,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
1885,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
1886,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
1887,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
1888,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
1889,Maruti Suzuki Wagon,Maruti,2015,289999,22000,Petrol
1890,Mini Cooper S,Mini,2013,1891111,13500,Petrol
1891,Nissan Terrano XL,Nissan,2015,499999,60000,Diesel
1892,Renault Duster 85,Renault,2013,489999,27000,Diesel
1893,Renault Duster 85,Renault,2014,489999,59000,Diesel
1894,Renault Duster 85,Renault,2015,549999,19000,Diesel
1895,Maruti Suzuki Dzire,Maruti,2013,380000,30000,Petrol
1896,Renault Kwid RXT,Renault,2018,325000,15000,Petrol
1897,Maruti Suzuki Maruti,Maruti,2003,57000,56758,Petrol
1898,Renault Kwid 1.0,Renault,2018,349999,10000,Petrol
1899,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
1900,Renault Scala RxL,Renault,2014,349999,49000,Diesel
1901,Hyundai Grand i10,Hyundai,2014,410000,41000,Petrol
1902,Maruti Suzuki Swift,Maruti,2011,225000,45000,Petrol
1903,Chevrolet Beat LS,Chevrolet,2010,120000,43000,Petrol
1904,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
1905,Hyundai Santro Xing,Hyundai,2000,59000,56450,Petrol
1906,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
1907,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol
1908,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
1909,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
1910,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol
1911,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
1912,Ford EcoSport Titanium,Ford,2016,599000,30000,Diesel
1913,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol
1914,Mahindra TUV300 T4,Mahindra,2016,675000,9000,Diesel
1915,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1916,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1917,Tata Indica V2,Tata,2008,150000,11000,Petrol
1918,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1919,Tata Indigo CS,Tata,2009,72500,46000,Diesel
1920,Maruti Suzuki Swift,Maruti,2019,610000,73,Petrol
1921,Mahindra Scorpio VLX,Mahindra,2004,230000,160000,Diesel
1922,Honda Accord,Honda,2009,175000,58559,Petrol
1923,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
1924,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
1925,Ford EcoSport Titanium,Ford,2014,520000,57000,Diesel
1926,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel
1927,Honda Amaze,Honda,2014,299999,37000,Petrol
1928,Maruti Suzuki Dzire,Maruti,2012,299999,40000,Petrol
1929,Honda City,Honda,2011,284999,55000,Petrol
1930,Mahindra Scorpio 2.6,Mahindra,2007,220000,170000,Diesel
1931,Maruti Suzuki Dzire,Maruti,2014,424999,55000,Diesel
1932,Honda City,Honda,2015,644999,39000,Petrol
1933,Honda Mobilio,Honda,2014,399999,44000,Petrol
1934,Toyota Corolla Altis,Toyota,2009,199999,65000,Petrol
1935,Honda City,Honda,2014,584999,39000,Petrol
1936,Skoda Laura,Skoda,2012,349999,44000,Diesel
1937,Renault Duster,Renault,2015,449999,49000,Diesel
1938,Maruti Suzuki Ertiga,Maruti,2018,799999,9000,Diesel
1939,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel
1940,Mahindra XUV500,Mahindra,2014,649999,47000,Diesel
1941,Hyundai Verna Fluidic,Hyundai,2012,444999,40000,Diesel
1942,Maruti Suzuki Vitara,Maruti,2016,689999,29000,Diesel
1943,Maruti Suzuki Wagon,Maruti,2016,344999,15000,Petrol
1944,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel
1945,Honda Amaze,Honda,2014,274999,35000,Petrol
1946,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel
1947,Mahindra Scorpio,Mahindra,2013,574999,68000,Diesel
1948,Skoda Laura,Skoda,2013,374999,50000,Diesel
1949,Volkswagen Polo,Volkswagen,2010,199999,60000,Diesel
1950,Hyundai Elite i20,Hyundai,2016,549999,9000,Petrol
1951,Tata Manza Aura,Tata,2012,130000,72000,Diesel
1952,Chevrolet Sail UVA,Chevrolet,2013,210000,60000,Petrol
1953,Renault Duster 110,Renault,2012,501000,38000,Diesel
1954,Hyundai Verna Fluidic,Hyundai,2013,401000,45000,Diesel
1955,Audi A4 2.0,Audi,2012,1350000,40000,Diesel
1956,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol
